A,B,C,D
17954,c,157,C
17955,e,87,C
17956,d,42,C
17957,e,152,A
17958,c,118,A
17959,d,126,B
17960,d,194,A
17961,e,101,A
17962,d,142,A
17963,b,173,B
17964,a,93,B
17965,a,149,A
17966,b,136,C
17967,c,61,B
17968,b,192,A
17969,c,82,C
17970,c,51,C
17971,e,57,C
17972,d,192,A
17973,d,192,C
17974,e,81,B
17975,d,113,B
17976,d,30,A
17977,b,105,A
17978,c,169,B
17979,d,96,C
17980,a,47,B
17981,e,44,B
17982,d,58,C
17983,b,137,C
17984,d,118,C
17985,c,24,A
17986,a,49,B
17987,b,142,A
17988,a,41,B
17989,b,67,C
17990,b,41,B
17991,c,41,A
17992,a,53,B
17993,a,172,B
17994,d,141,A
17995,d,93,C
17996,b,44,B
17997,a,44,C
17998,e,67,B
17999,c,82,B
18000,a,109,B
18001,d,41,B
18002,b,154,B
18003,d,192,C
18004,c,147,B
18005,c,163,A
18006,b,199,A
18007,d,93,C
18008,c,74,A
18009,e,125,A
18010,e,13,A
18011,b,190,B
18012,d,18,A
18013,e,156,B
18014,b,11,C
18015,a,77,B
18016,e,56,A
18017,d,37,A
18018,c,124,B
18019,b,154,B
18020,d,104,A
18021,b,145,A
18022,e,140,A
18023,a,157,A
18024,b,28,C
18025,e,107,B
18026,d,1,A
18027,e,164,C
18028,c,59,A
18029,d,123,B
18030,c,148,B
18031,a,98,C
18032,e,153,B
18033,b,178,A
18034,a,61,A
18035,a,46,B
18036,d,35,B
18037,a,84,B
18038,d,144,A
18039,e,128,C
18040,c,68,C
18041,e,79,C
18042,a,23,B
18043,c,156,B
18044,d,174,A
18045,c,32,C
18046,a,59,B
18047,a,96,C
18048,a,26,A
18049,b,150,C
18050,d,186,C
18051,c,165,C
18052,d,19,C
18053,c,105,C
18054,c,173,A
18055,c,34,B
18056,c,108,A
18057,e,31,A
18058,a,152,B
18059,c,26,C
18060,b,126,B
18061,a,130,C
18062,e,171,B
18063,e,191,A
18064,b,81,A
18065,c,16,B
18066,e,116,B
18067,b,125,A
18068,c,183,B
18069,b,148,A
18070,e,128,C
18071,c,60,C
18072,e,115,C
18073,e,178,C
18074,a,23,C
18075,a,63,C
18076,d,21,C
18077,c,90,A
18078,e,130,C
18079,e,19,C
18080,e,82,B
18081,a,40,A
18082,d,131,B
18083,b,104,A
18084,e,105,C
18085,e,134,C
18086,b,78,B
18087,b,161,B
18088,e,172,B
18089,a,127,A
18090,b,25,C
18091,d,38,A
18092,d,43,C
18093,b,33,A
18094,d,192,B
18095,d,126,C
18096,e,80,A
18097,c,43,B
18098,a,67,A
18099,d,36,B
18100,b,48,A
18101,e,92,A
18102,d,4,B
18103,a,148,C
18104,a,102,C
18105,a,162,A
18106,a,64,B
18107,d,111,C
18108,a,187,A
18109,d,57,B
18110,e,65,A
18111,c,16,B
18112,c,192,A
18113,a,99,B
18114,e,125,B
18115,d,53,C
18116,e,122,C
18117,d,34,B
18118,d,34,B
18119,d,66,A
18120,a,31,A
18121,d,180,A
18122,d,45,B
18123,e,32,B
18124,d,198,C
18125,d,46,C
18126,e,65,A
18127,c,75,C
18128,d,85,C
18129,e,157,C
18130,b,156,B
18131,b,147,B
18132,d,139,A
18133,e,167,A
18134,b,13,A
18135,c,63,A
18136,b,184,B
18137,e,67,C
18138,e,40,B
18139,a,36,B
18140,d,101,B
18141,c,145,C
18142,c,90,C
18143,a,188,C
18144,e,6,B
18145,a,149,C
18146,a,87,C
18147,b,148,A
18148,b,131,C
18149,b,168,C
18150,e,30,A
18151,b,190,B
18152,c,32,A
18153,d,81,C
18154,e,151,A
18155,e,126,B
18156,e,39,C
18157,a,156,C
18158,c,23,C
18159,c,107,A
18160,b,94,C
18161,b,152,B
18162,d,90,A
18163,c,56,B
18164,d,66,A
18165,a,192,C
18166,e,52,B
18167,c,171,A
18168,b,200,C
18169,d,29,A
18170,b,128,C
18171,d,177,A
18172,d,40,C
18173,e,110,A
18174,d,158,B
18175,b,71,B
18176,b,111,B
18177,d,117,C
18178,d,163,C
18179,b,100,B
18180,e,26,C
18181,c,179,C
18182,d,129,C
18183,d,14,B
18184,d,6,A
18185,c,149,A
18186,c,99,A
18187,d,162,C
18188,e,69,C
18189,b,60,C
18190,b,76,C
18191,a,84,B
18192,e,174,B
18193,e,51,A
18194,d,108,B
18195,e,45,B
18196,b,189,A
18197,a,187,C
18198,e,76,C
18199,e,116,B
18200,c,119,C
18201,c,66,C
18202,b,183,C
18203,c,108,C
18204,e,198,B
18205,e,39,C
18206,b,173,B
18207,d,120,A
18208,e,131,B
18209,e,107,C
18210,d,81,C
18211,b,53,C
18212,d,153,C
18213,c,133,A
18214,a,17,A
18215,d,155,C
18216,e,131,B
18217,e,144,C
18218,a,125,A
18219,a,93,A
18220,c,77,A
18221,e,166,C
18222,b,119,A
18223,c,103,C
18224,e,103,A
18225,c,13,C
18226,e,5,B
18227,a,32,A
18228,b,142,B
18229,e,83,A
18230,c,113,B
18231,a,1,B
18232,a,166,B
18233,a,10,B
18234,d,122,A
18235,a,24,B
18236,e,121,C
18237,a,135,B
18238,c,40,A
18239,b,154,A
18240,b,157,B
18241,a,199,B
18242,d,192,A
18243,d,154,A
18244,c,76,B
18245,c,123,A
18246,c,189,B
18247,e,130,B
18248,d,192,C
18249,e,21,B
18250,d,36,B
18251,a,18,B
18252,b,95,A
18253,e,121,A
18254,e,184,C
18255,a,39,C
18256,c,70,C
18257,b,14,A
18258,d,193,A
18259,d,26,A
18260,e,22,A
18261,a,147,A
18262,e,29,B
18263,d,95,B
18264,e,136,A
18265,c,187,B
18266,c,138,C
18267,e,38,C
18268,b,131,B
18269,b,99,B
18270,d,34,B
18271,e,118,C
18272,c,29,B
18273,d,9,C
18274,b,187,A
18275,c,2,C
18276,c,153,C
18277,d,95,B
18278,b,184,C
18279,a,74,B
18280,b,88,C
18281,c,132,C
18282,d,72,A
18283,d,101,A
18284,b,78,A
18285,c,193,B
18286,d,116,B
18287,b,163,B
18288,d,73,A
18289,b,42,B
18290,a,85,A
18291,e,152,A
18292,d,106,C
18293,d,63,B
18294,e,63,C
18295,e,17,C
18296,b,30,B
18297,a,100,A
18298,c,196,B
18299,e,75,C
18300,d,58,A
18301,e,143,C
18302,a,88,A
18303,e,180,C
18304,a,98,A
18305,c,116,B
18306,a,96,C
18307,c,55,A
18308,d,185,C
18309,d,127,A
18310,d,146,C
18311,c,19,A
18312,a,84,C
18313,c,92,C
18314,a,137,C
18315,b,12,C
18316,a,50,A
18317,a,119,A
18318,d,49,C
18319,b,77,B
18320,e,32,C
18321,c,39,B
18322,b,82,C
18323,c,7,A
18324,e,96,B
18325,c,123,A
18326,b,195,B
18327,d,149,B
18328,d,3,B
18329,a,180,B
18330,e,58,C
18331,c,84,B
18332,a,58,B
18333,b,132,B
18334,c,69,A
18335,c,38,A
18336,a,84,C
18337,c,103,A
18338,a,4,C
18339,c,32,A
18340,d,97,A
18341,d,111,C
18342,a,6,C
18343,c,6,A
18344,b,153,C
18345,d,102,B
18346,c,165,A
18347,b,133,A
18348,c,181,B
18349,e,9,A
18350,b,34,C
18351,e,78,A
18352,c,88,A
18353,a,72,B
18354,a,152,C
18355,b,171,B
18356,c,107,B
18357,c,134,A
18358,d,132,C
18359,d,121,C
18360,e,59,B
18361,a,95,B
18362,b,70,C
18363,a,6,C
18364,d,46,C
18365,a,54,C
18366,c,156,A
18367,a,132,C
18368,a,132,C
18369,b,67,B
18370,e,62,A
18371,e,37,A
18372,e,151,B
18373,d,2,B
18374,b,121,A
18375,c,3,A
18376,a,143,C
18377,d,10,A
18378,d,128,A
18379,c,86,C
18380,a,8,A
18381,b,107,A
18382,c,157,A
18383,b,171,A
18384,d,126,B
18385,d,196,A
18386,e,145,A
18387,a,173,A
18388,a,69,A
18389,e,175,A
18390,b,183,A
18391,a,75,B
18392,e,155,B
18393,c,83,C
18394,a,88,C
18395,e,185,A
18396,d,173,A
18397,b,184,A
18398,c,67,C
18399,a,61,A
18400,c,35,A
18401,b,115,B
18402,c,148,A
18403,c,137,C
18404,d,12,A
18405,e,91,C
18406,d,182,C
18407,a,139,B
18408,a,72,C
18409,a,98,A
18410,d,156,B
18411,d,115,C
18412,e,33,A
18413,b,186,B
18414,e,84,A
18415,a,124,A
18416,c,96,A
18417,a,195,C
18418,d,102,A
18419,c,152,B
18420,e,40,A
18421,d,173,A
18422,c,53,C
18423,e,6,B
18424,e,111,C
18425,a,131,C
18426,b,42,B
18427,c,182,B
18428,b,129,B
18429,c,157,B
18430,a,4,A
18431,b,195,A
18432,a,160,A
18433,e,63,A
18434,d,184,B
18435,d,30,A
18436,d,90,A
18437,a,49,A
18438,c,88,C
18439,e,88,A
18440,a,42,A
18441,e,99,C
18442,c,184,A
18443,a,73,A
18444,b,111,B
18445,b,159,B
18446,c,97,B
18447,c,99,B
18448,a,38,C
18449,d,173,C
18450,e,164,C
18451,b,90,B
18452,e,30,B
18453,c,6,C
18454,c,87,A
18455,a,151,B
18456,a,31,A
18457,c,152,B
18458,b,172,A
18459,a,63,C
18460,c,14,C
18461,e,31,B
18462,b,174,A
18463,e,158,C
18464,e,145,B
18465,d,159,A
18466,b,97,B
18467,b,72,B
18468,e,12,A
18469,c,44,C
18470,a,117,A
18471,e,183,A
18472,a,1,C
18473,e,11,C
18474,c,190,B
18475,a,62,A
18476,e,62,B
18477,d,159,B
18478,c,36,C
18479,c,99,C
18480,c,198,B
18481,e,18,A
18482,a,65,B
18483,e,178,B
18484,c,12,C
18485,b,104,A
18486,e,155,A
18487,a,122,B
18488,a,70,C
18489,c,57,A
18490,b,67,B
18491,a,173,A
18492,a,46,A
18493,c,159,A
18494,c,129,A
18495,d,4,C
18496,a,43,C
18497,d,107,B
18498,c,35,C
18499,a,66,B
18500,c,104,C
18501,d,86,B
18502,b,153,B
18503,c,83,C
18504,c,26,B
18505,a,28,A
18506,c,95,C
18507,d,36,A
18508,d,121,C
18509,e,142,B
18510,c,123,B
18511,e,126,A
18512,d,103,B
18513,a,61,C
18514,b,97,C
18515,d,39,A
18516,c,16,A
18517,a,142,C
18518,a,100,C
18519,a,193,C
18520,d,56,C
18521,b,81,A
18522,d,184,B
18523,c,171,A
18524,e,11,C
18525,c,189,C
18526,a,191,A
18527,b,174,A
18528,e,120,B
18529,b,168,A
18530,a,2,A
18531,b,89,A
18532,a,141,A
18533,a,32,A
18534,a,126,A
18535,a,183,A
18536,e,67,B
18537,a,155,B
18538,d,43,C
18539,e,136,A
18540,e,73,A
18541,e,66,B
18542,d,124,C
18543,c,108,A
18544,a,157,A
18545,a,152,B
18546,c,34,A
18547,b,21,C
18548,a,92,B
18549,e,183,B
18550,d,7,C
18551,a,148,B
18552,a,167,B
18553,b,120,B
18554,e,81,C
18555,e,130,A
18556,b,109,B
18557,a,152,A
18558,b,21,B
18559,b,35,C
18560,c,94,A
18561,d,176,A
18562,a,34,A
18563,a,75,C
18564,a,130,B
18565,b,93,C
18566,c,8,B
18567,a,186,C
18568,e,84,A
18569,b,17,A
18570,b,120,C
18571,e,148,A
18572,a,65,C
18573,b,155,B
18574,b,92,A
18575,d,59,C
18576,e,81,A
18577,c,166,C
18578,b,75,C
18579,b,158,C
18580,d,148,C
18581,d,134,C
18582,e,191,C
18583,a,157,A
18584,b,150,A
18585,a,62,A
18586,b,64,C
18587,e,177,B
18588,a,2,B
18589,e,25,B
18590,b,119,A
18591,a,47,B
18592,b,53,C
18593,e,170,B
18594,b,18,C
18595,a,105,B
18596,c,4,B
18597,d,9,C
18598,e,108,A
18599,c,164,C
18600,d,110,A
18601,d,148,C
18602,a,46,B
18603,a,26,C
18604,c,14,C
18605,c,23,C
18606,b,74,B
18607,d,101,B
18608,c,141,B
18609,b,135,B
18610,e,176,A
18611,d,88,B
18612,b,181,A
18613,d,137,A
18614,b,80,C
18615,b,24,A
18616,d,109,B
18617,e,159,C
18618,b,157,C
18619,d,53,B
18620,e,37,C
18621,e,155,C
18622,b,63,B
18623,b,156,A
18624,a,63,A
18625,a,14,A
18626,a,64,B
18627,c,57,C
18628,e,64,B
18629,b,103,A
18630,a,196,B
18631,b,9,A
18632,c,75,C
18633,b,123,C
18634,c,90,C
18635,a,119,B
18636,d,98,C
18637,e,179,C
18638,a,45,B
18639,d,121,C
18640,a,159,B
18641,e,160,A
18642,e,63,A
18643,c,177,A
18644,a,57,C
18645,a,154,A
18646,a,131,C
18647,a,35,C
18648,d,166,B
18649,d,77,B
18650,c,66,B
18651,c,70,B
18652,a,178,C
18653,d,48,C
18654,a,34,B
18655,e,190,C
18656,c,30,C
18657,c,143,B
18658,b,101,A
18659,e,149,B
18660,c,194,A
18661,e,42,A
18662,a,178,C
18663,e,82,A
18664,e,76,C
18665,a,87,A
18666,c,39,C
18667,c,61,B
18668,d,198,C
18669,b,8,B
18670,a,195,B
18671,d,170,A
18672,b,44,B
18673,d,120,A
18674,e,163,C
18675,b,125,B
18676,a,10,B
18677,c,13,A
18678,b,194,A
18679,a,93,A
18680,d,111,B
18681,c,154,B
18682,d,66,B
18683,c,71,B
18684,b,74,A
18685,c,163,C
18686,a,144,A
18687,e,148,B
18688,d,102,B
18689,a,175,C
18690,a,174,B
18691,a,146,B
18692,d,68,C
18693,d,40,B
18694,d,132,B
18695,b,197,A
18696,c,146,A
18697,c,147,C
18698,d,34,B
18699,c,26,B
18700,d,107,B
18701,c,32,A
18702,d,119,A
18703,d,96,A
18704,c,88,B
18705,e,7,B
18706,a,195,C
18707,e,189,C
18708,c,51,B
18709,d,35,C
18710,a,79,A
18711,e,69,B
18712,c,143,A
18713,b,48,B
18714,e,8,A
18715,b,148,C
18716,c,14,A
18717,d,90,B
18718,e,107,B
18719,d,176,B
18720,c,69,A
18721,c,67,C
18722,d,61,A
18723,a,159,B
18724,d,166,C
18725,d,173,A
18726,b,13,B
18727,b,177,B
18728,d,45,A
18729,d,126,B
18730,e,109,C
18731,a,118,A
18732,c,30,C
18733,b,41,B
18734,d,81,B
18735,b,17,A
18736,a,54,B
18737,b,200,A
18738,e,133,B
18739,b,159,C
18740,b,60,A
18741,a,50,B
18742,b,126,B
18743,a,129,C
18744,e,66,C
18745,b,60,C
18746,e,15,A
18747,a,63,C
18748,a,66,C
18749,b,87,C
18750,e,34,A
18751,a,165,B
18752,a,125,B
18753,a,119,C
18754,b,179,B
18755,d,153,B
18756,b,94,B
18757,b,60,A
18758,e,128,C
18759,a,115,B
18760,a,156,B
18761,e,33,B
18762,b,43,B
18763,e,194,C
18764,a,8,C
18765,c,136,C
18766,e,127,C
18767,c,120,B
18768,b,106,B
18769,b,152,B
18770,e,123,A
18771,e,147,A
18772,d,95,B
18773,b,62,B
18774,a,180,B
18775,b,115,C
18776,c,183,A
18777,b,77,A
18778,b,4,C
18779,c,152,C
18780,c,178,B
18781,c,118,A
18782,b,90,B
18783,b,196,A
18784,d,120,A
18785,b,54,B
18786,c,151,A
18787,d,25,C
18788,c,43,B
18789,d,55,A
18790,c,119,A
18791,e,26,A
18792,b,48,B
18793,a,155,C
18794,b,12,A
18795,c,161,A
18796,b,128,B
18797,e,141,C
18798,d,197,A
18799,b,97,C
18800,b,64,A
18801,c,8,A
18802,b,16,B
18803,e,131,B
18804,a,109,C
18805,a,117,C
18806,b,192,A
18807,e,63,C
18808,b,192,B
18809,e,111,B
18810,b,158,B
18811,e,87,C
18812,e,177,C
18813,c,145,C
18814,e,25,C
18815,e,94,B
18816,c,86,A
18817,b,10,A
18818,e,125,A
18819,d,127,C
18820,d,153,A
18821,c,69,C
18822,a,26,A
18823,a,84,B
18824,b,90,C
18825,c,99,C
18826,b,102,C
18827,b,177,A
18828,b,183,C
18829,b,60,A
18830,b,95,C
18831,e,197,C
18832,a,22,B
18833,b,81,C
18834,d,81,A
18835,d,101,B
18836,b,125,A
18837,a,16,A
18838,b,37,A
18839,d,193,C
18840,d,141,B
18841,b,150,A
18842,e,31,B
18843,c,54,C
18844,c,86,C
18845,b,144,A
18846,c,22,C
18847,a,93,C
18848,a,165,A
18849,c,131,B
18850,d,62,A
18851,c,180,C
18852,c,190,C
18853,d,120,B
18854,a,178,A
18855,d,64,C
18856,d,13,B
18857,b,104,B
18858,a,128,B
18859,d,2,B
18860,e,175,C
18861,a,65,A
18862,d,118,A
18863,d,61,C
18864,a,91,C
18865,a,138,B
18866,c,148,B
18867,c,114,B
18868,e,99,B
18869,a,161,B
18870,e,124,C
18871,e,10,C
18872,c,175,B
18873,a,11,B
18874,c,121,B
18875,d,38,C
18876,b,114,B
18877,d,180,B
18878,e,3,A
18879,c,63,B
18880,b,162,B
18881,a,184,C
18882,c,111,A
18883,d,43,B
18884,e,190,C
18885,a,126,B
18886,b,105,C
18887,b,183,B
18888,c,65,A
18889,c,38,C
18890,d,114,A
18891,b,165,C
18892,c,105,A
18893,d,58,B
18894,e,175,B
18895,e,116,B
18896,c,89,A
18897,d,24,B
18898,e,112,B
18899,c,72,B
18900,c,177,C
18901,d,162,C
18902,b,78,C
18903,c,122,A
18904,d,124,C
18905,a,159,A
18906,a,11,B
18907,e,194,C
18908,d,169,B
18909,b,77,C
18910,e,6,C
18911,c,177,B
18912,b,123,B
18913,e,181,B
18914,c,123,C
18915,d,28,B
18916,e,190,C
18917,d,196,C
18918,a,171,B
18919,c,46,A
18920,c,71,B
18921,d,151,B
18922,c,81,C
18923,a,42,C
18924,b,170,C
18925,e,26,A
18926,c,76,C
18927,a,200,B
18928,c,72,C
18929,e,154,B
18930,a,139,B
18931,b,93,B
18932,a,23,A
18933,a,68,B
18934,e,140,C
18935,b,149,A
18936,d,168,A
18937,b,75,C
18938,d,141,C
18939,d,149,C
18940,d,46,C
18941,e,3,C
18942,b,118,A
18943,d,190,A
18944,b,36,C
18945,e,132,B
18946,e,82,A
18947,e,155,A
18948,b,195,C
18949,a,86,C
18950,a,60,B
18951,b,8,B
18952,d,2,B
18953,e,20,A
18954,b,125,B
18955,c,150,B
18956,b,193,A
18957,b,194,C
18958,d,77,B
18959,c,110,B
18960,e,39,A
18961,a,13,C
18962,b,16,B
18963,e,137,C
18964,d,134,B
18965,b,183,C
18966,b,132,A
18967,a,41,A
18968,b,185,C
18969,e,71,C
18970,a,47,B
18971,e,175,B
18972,c,46,B
18973,d,9,B
18974,a,22,C
18975,b,73,B
18976,a,37,B
18977,a,199,A
18978,a,188,A
18979,b,134,C
18980,d,107,A
18981,e,86,C
18982,b,137,A
18983,a,45,A
18984,e,13,C
18985,c,145,C
18986,a,199,A
18987,b,23,C
18988,b,56,A
18989,b,46,B
18990,b,199,C
18991,e,141,B
18992,b,21,A
18993,c,91,B
18994,c,124,B
18995,c,134,A
18996,d,169,C
18997,b,24,A
18998,b,177,B
18999,a,96,C
19000,e,158,B
19001,c,139,B
19002,c,12,C
19003,b,130,C
19004,e,113,B
19005,d,72,A
19006,d,73,B
19007,c,173,B
19008,a,78,A
19009,b,59,B
19010,b,98,B
19011,c,96,A
19012,d,88,C
19013,c,185,B
19014,b,123,B
19015,a,108,B
19016,e,63,A
19017,a,58,B
19018,c,13,B
19019,e,188,A
19020,d,48,C
19021,c,172,C
19022,a,154,A
19023,a,15,C
19024,c,195,B
19025,e,192,A
19026,c,138,C
19027,e,57,A
19028,b,198,B
19029,a,132,C
19030,c,92,B
19031,d,97,C
19032,e,43,C
19033,b,4,C
19034,b,13,B
19035,a,139,B
19036,a,98,B
19037,d,192,C
19038,a,29,B
19039,d,195,A
19040,e,142,B
19041,e,44,B
19042,a,67,B
19043,e,131,A
19044,d,75,B
19045,a,13,A
19046,c,183,A
19047,c,46,C
19048,d,69,A
19049,b,13,A
19050,b,84,B
19051,c,9,B
19052,c,34,B
19053,d,2,A
19054,a,198,C
19055,a,161,B
19056,e,18,C
19057,e,103,C
19058,e,130,B
19059,b,126,C
19060,e,182,A
19061,a,62,B
19062,b,105,A
19063,e,109,B
19064,b,78,A
19065,c,64,C
19066,e,129,C
19067,a,79,C
19068,e,137,C
19069,a,85,A
19070,b,123,A
19071,d,23,C
19072,a,181,C
19073,a,80,C
19074,e,183,A
19075,d,134,A
19076,b,61,B
19077,c,173,C
19078,b,184,C
19079,a,167,A
19080,c,171,C
19081,d,191,B
19082,e,133,A
19083,d,88,C
19084,c,89,B
19085,d,27,B
19086,d,6,C
19087,c,120,C
19088,c,106,A
19089,d,62,C
19090,d,130,A
19091,b,103,C
19092,a,68,B
19093,d,197,C
19094,a,2,B
19095,b,96,B
19096,c,90,A
19097,b,131,B
19098,e,200,C
19099,a,175,B
19100,b,148,B
19101,b,86,B
19102,e,104,A
19103,e,198,B
19104,d,125,C
19105,b,110,C
19106,e,17,B
19107,d,132,B
19108,b,24,B
19109,a,136,A
19110,e,59,C
19111,c,110,A
19112,c,115,A
19113,e,132,A
19114,e,94,B
19115,c,66,A
19116,e,76,A
19117,d,56,C
19118,c,106,C
19119,a,175,A
19120,e,94,A
19121,e,151,C
19122,d,81,C
19123,d,177,A
19124,c,179,B
19125,b,89,B
19126,c,141,C
19127,a,97,A
19128,d,149,B
19129,c,32,B
19130,a,107,A
19131,d,69,A
19132,b,20,A
19133,d,102,A
19134,b,73,C
19135,a,140,A
19136,c,166,B
19137,b,128,B
19138,d,151,A
19139,b,2,B
19140,e,188,C
19141,d,90,A
19142,c,178,C
19143,c,142,B
19144,c,91,C
19145,b,57,B
19146,a,51,A
19147,d,119,B
19148,d,62,C
19149,c,79,C
19150,b,71,B
19151,c,154,A
19152,a,49,B
19153,c,144,B
19154,d,198,B
19155,e,93,B
19156,d,31,C
19157,a,75,B
19158,c,41,B
19159,b,158,A
19160,b,23,B
19161,a,87,C
19162,a,57,B
19163,d,170,B
19164,d,90,A
19165,d,52,B
19166,b,72,A
19167,e,126,B
19168,c,14,C
19169,d,137,A
19170,d,59,C
19171,b,18,C
19172,e,115,B
19173,e,116,C
19174,d,196,C
19175,a,137,C
19176,b,5,C
19177,d,57,C
19178,a,186,B
19179,c,122,B
19180,d,130,A
19181,b,183,A
19182,d,69,A
19183,c,118,C
19184,a,72,B
19185,e,183,B
19186,a,163,A
19187,c,175,C
19188,c,9,A
19189,e,2,B
19190,b,35,C
19191,a,123,B
19192,e,106,B
19193,b,184,C
19194,a,15,B
19195,b,79,B
19196,b,165,C
19197,e,118,A
19198,c,155,A
19199,a,63,C
19200,c,113,C
19201,b,83,A
19202,c,168,C
19203,d,13,B
19204,d,148,B
19205,d,26,C
19206,d,112,C
19207,c,174,A
19208,e,87,B
19209,e,43,C
19210,e,30,B
19211,c,46,B
19212,c,48,A
19213,d,109,B
19214,e,139,B
19215,b,23,A
19216,b,169,B
19217,b,159,B
19218,d,126,A
19219,a,48,C
19220,a,69,A
19221,d,151,C
19222,e,181,B
19223,c,108,C
19224,c,95,C
19225,a,111,C
19226,d,62,C
19227,b,99,A
19228,e,42,C
19229,b,78,C
19230,c,125,B
19231,a,34,C
19232,b,84,A
19233,d,138,A
19234,a,121,A
19235,b,12,C
19236,b,197,C
19237,c,122,C
19238,d,123,A
19239,d,159,A
19240,b,84,A
19241,c,167,B
19242,a,106,C
19243,a,184,B
19244,b,137,C
19245,e,56,A
19246,a,146,C
19247,a,1,A
19248,a,94,C
19249,d,29,B
19250,a,108,B
19251,d,139,C
19252,c,29,A
19253,c,107,A
19254,e,29,B
19255,c,193,A
19256,a,98,C
19257,a,47,B
19258,e,122,A
19259,d,78,C
19260,e,140,C
19261,c,161,C
19262,a,145,B
19263,d,184,B
19264,e,55,A
19265,d,13,A
19266,b,86,B
19267,a,162,C
19268,d,183,A
19269,c,195,B
19270,e,28,C
19271,b,4,B
19272,a,163,A
19273,c,200,A
19274,b,106,A
19275,d,139,A
19276,e,93,C
19277,a,128,B
19278,e,2,B
19279,b,99,C
19280,c,163,C
19281,a,101,B
19282,c,13,B
19283,a,98,A
19284,e,116,A
19285,a,147,C
19286,a,197,A
19287,d,14,C
19288,e,175,B
19289,b,116,C
19290,b,114,B
19291,c,53,B
19292,a,83,B
19293,c,89,C
19294,a,173,A
19295,e,24,B
19296,a,194,C
19297,d,44,C
19298,e,25,A
19299,b,70,B
19300,e,165,A
19301,d,193,A
19302,a,146,B
19303,c,141,B
19304,d,77,B
19305,d,89,B
19306,b,90,C
19307,c,5,A
19308,c,142,C
19309,e,47,A
19310,b,80,C
19311,c,197,C
19312,d,75,B
19313,d,51,A
19314,e,60,B
19315,d,89,C
19316,b,126,A
19317,a,166,B
19318,e,121,C
19319,c,182,C
19320,e,189,B
19321,a,194,A
19322,a,131,A
19323,c,152,B
19324,e,172,A
19325,e,42,C
19326,e,160,A
19327,a,24,C
19328,c,142,C
19329,a,67,C
19330,d,85,B
19331,c,192,C
19332,d,124,B
19333,c,196,B
19334,d,48,C
19335,c,176,C
19336,e,142,A
19337,c,41,B
19338,c,54,B
19339,a,93,A
19340,a,156,C
19341,e,66,A
19342,e,177,B
19343,e,131,B
19344,c,145,C
19345,c,197,C
19346,e,143,C
19347,d,102,C
19348,c,185,A
19349,c,94,C
19350,c,97,C
19351,d,42,B
19352,a,169,A
19353,c,41,B
19354,b,188,C
19355,a,34,B
19356,e,26,C
19357,a,142,C
19358,b,160,C
19359,c,92,B
19360,e,48,A
19361,d,97,A
19362,e,139,A
19363,a,62,C
19364,b,186,A
19365,d,18,C
19366,a,13,A
19367,b,162,C
19368,d,97,B
19369,e,27,B
19370,b,185,B
19371,c,66,A
19372,b,47,B
19373,d,47,B
19374,d,189,B
19375,b,91,B
19376,a,105,B
19377,a,103,C
19378,c,32,A
19379,a,79,A
19380,c,66,B
19381,e,108,C
19382,b,109,A
19383,c,7,A
19384,d,1,A
19385,e,167,C
19386,d,112,B
19387,b,123,A
19388,c,23,B
19389,e,117,B
19390,e,110,A
19391,a,154,C
19392,c,51,A
19393,b,174,C
19394,b,2,A
19395,e,70,C
19396,c,41,B
19397,e,19,B
19398,e,148,A
19399,e,20,A
19400,b,100,B
19401,a,171,A
19402,e,42,C
19403,c,118,B
19404,d,190,A
19405,c,166,A
19406,a,1,A
19407,a,115,A
19408,e,66,A
19409,d,186,A
19410,b,97,B
19411,e,194,A
19412,a,178,B
19413,c,46,B
19414,c,109,B
19415,e,175,B
19416,d,46,C
19417,c,57,B
19418,e,153,A
19419,a,54,B
19420,e,41,C
19421,b,124,C
19422,d,151,A
19423,b,184,C
19424,c,182,C
19425,d,196,A
19426,d,7,B
19427,e,97,B
19428,e,13,A
19429,c,34,B
19430,b,152,B
19431,e,191,C
19432,e,170,B
19433,d,34,A
19434,d,186,B
19435,c,153,B
19436,e,29,B
19437,c,151,A
19438,e,36,C
19439,b,18,A
19440,e,27,C
19441,b,83,C
19442,d,109,A
19443,d,28,B
19444,c,36,A
19445,b,154,B
19446,c,49,C
19447,d,108,B
19448,c,52,B
19449,b,168,B
19450,b,81,A
19451,b,175,C
19452,d,48,A
19453,c,187,A
19454,d,135,C
19455,b,108,C
19456,b,118,B
19457,c,51,B
19458,e,98,A
19459,d,93,B
19460,b,19,A
19461,a,146,B
19462,d,13,B
19463,d,157,A
19464,e,61,B
19465,b,117,A
19466,b,43,C
19467,e,80,B
19468,d,61,C
19469,d,21,C
19470,d,107,A
19471,b,89,C
19472,c,162,A
19473,d,183,B
19474,d,175,A
19475,e,173,A
19476,d,104,A
19477,b,168,B
19478,d,125,C
19479,d,128,A
19480,b,190,A
19481,b,131,C
19482,c,168,A
19483,d,85,C
19484,e,78,C
19485,e,157,C
19486,a,84,C
19487,a,92,C
19488,e,189,A
19489,b,100,B
19490,e,148,C
19491,e,21,C
19492,e,39,C
19493,c,111,C
19494,e,101,B
19495,b,31,A
19496,b,170,A
19497,e,118,C
19498,c,18,B
19499,a,186,C
19500,c,164,B
19501,d,4,A
19502,a,13,A
19503,e,164,A
19504,b,4,A
19505,c,102,A
19506,b,81,C
19507,a,52,A
