mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
27.2,4,119,97,2300,14.7,78,"""C3""","""datsun 510"""
26,4,96,69,2189,18,72,"""C2""","""renault 12 (sw)"""
14,8,455,225,4425,10,70,"""C1""","""pontiac catalina"""
41.5,4,98,76,2144,14.7,80,"""C2""","""vw rabbit"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
15,8,390,190,3850,8.5,70,"""C1""","""amc ambassador dpl"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
44.6,4,91,67,1850,13.8,80,"""C3""","""honda civic 1500 gl"""
13,8,400,170,4746,12,71,"""C1""","""ford country squire (sw)"""
28.4,4,151,90,2670,16,79,"""C1""","""buick skylark limited"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
28,4,140,90,2264,15.5,71,"""C1""","""chevrolet vega 2300"""
28,4,90,75,2125,14.5,74,"""C1""","""dodge colt"""
32,4,144,96,2665,13.9,82,"""C3""","""toyota celica gt"""
27,4,151,90,2735,18,82,"""C1""","""pontiac phoenix"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
18,6,225,105,3121,16.5,73,"""C1""","""plymouth valiant"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
24,4,134,96,2702,13.5,75,"""C3""","""toyota corona"""
24,4,119,97,2545,17,75,"""C3""","""datsun 710"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
23.9,8,260,90,3420,22.2,79,"""C1""","""oldsmobile cutlass salon brougham"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
25.5,4,122,96,2300,15.5,77,"""C1""","""plymouth arrow gs"""
23,4,120,97,2506,14.5,72,"""C3""","""toyouta corona mark ii (sw)"""
32,4,91,67,1965,15.7,82,"""C3""","""honda civic (auto)"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
28.4,4,151,90,2670,16,79,"""C1""","""buick skylark limited"""
25.4,6,168,116,2900,12.6,81,"""C3""","""toyota cressida"""
27,4,151,90,2735,18,82,"""C1""","""pontiac phoenix"""
16,8,304,150,3433,12,70,"""C1""","""amc rebel sst"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
25,4,140,75,2542,17,74,"""C1""","""chevrolet vega"""
26,4,96,69,2189,18,72,"""C2""","""renault 12 (sw)"""
11,8,429,208,4633,11,72,"""C1""","""mercury marquis"""
20,4,130,102,3150,15.7,76,"""C2""","""volvo 245"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
40.8,4,85,65,2110,19.2,80,"""C3""","""datsun 210"""
38,4,105,63,2125,14.7,82,"""C1""","""plymouth horizon miser"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
38,4,91,67,1995,16.2,82,"""C3""","""datsun 310 gx"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
17.5,8,305,140,4215,13,76,"""C1""","""chevrolet chevelle malibu classic"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
14,8,351,153,4154,13.5,71,"""C1""","""ford galaxie 500"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
25,6,181,110,2945,16.4,82,"""C1""","""buick century limited"""
19,6,156,108,2930,15.5,76,"""C3""","""toyota mark ii"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
13,8,307,130,4098,14,72,"""C1""","""chevrolet chevelle concours (sw)"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
13,8,350,155,4502,13.5,72,"""C1""","""buick lesabre custom"""
13,8,360,175,3821,11,73,"""C1""","""amc ambassador brougham"""
27.2,4,141,71,3190,24.8,79,"""C2""","""peugeot 504"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
18.1,6,258,120,3410,15.1,78,"""C1""","""amc concord d/l"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
30.5,4,97,78,2190,14.1,77,"""C2""","""volkswagen dasher"""
17,6,250,100,3329,15.5,71,"""C1""","""chevrolet chevelle malibu"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
23,4,120,97,2506,14.5,72,"""C3""","""toyouta corona mark ii (sw)"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
16,6,250,100,3278,18,73,"""C1""","""chevrolet nova custom"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
20.6,6,231,105,3380,15.8,78,"""C1""","""buick century special"""
18,6,225,105,3613,16.5,74,"""C1""","""plymouth satellite sebring"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
36,4,135,84,2370,13,82,"""C1""","""dodge charger 2.2"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
14,8,350,165,4209,12,71,"""C1""","""chevrolet impala"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
19.1,6,225,90,3381,18.7,80,"""C1""","""dodge aspen"""
20.5,6,231,105,3425,16.9,77,"""C1""","""buick skylark"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
14,8,440,215,4312,8.5,70,"""C1""","""plymouth fury iii"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
34.5,4,105,70,2150,14.9,79,"""C1""","""plymouth horizon tc3"""
26,4,116,75,2246,14,74,"""C2""","""fiat 124 tc"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
23,4,97,54,2254,23.5,72,"""C2""","""volkswagen type 3"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
38,4,105,63,2125,14.7,82,"""C1""","""plymouth horizon miser"""
30,4,135,84,2385,12.9,81,"""C1""","""plymouth reliant"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
14,8,351,153,4154,13.5,71,"""C1""","""ford galaxie 500"""
27,4,151,90,2735,18,82,"""C1""","""pontiac phoenix"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
21.5,4,121,110,2600,12.8,77,"""C2""","""bmw 320i"""
24.2,6,146,120,2930,13.8,81,"""C3""","""datsun 810 maxima"""
18,6,199,97,2774,15.5,70,"""C1""","""amc hornet"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
26,4,91,70,1955,20.5,71,"""C1""","""plymouth cricket"""
19.4,6,232,90,3210,17.2,78,"""C1""","""amc concord"""
32,4,85,70,1990,17,76,"""C3""","""datsun b-210"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
33.5,4,85,70,1945,16.8,77,"""C3""","""datsun f-10 hatchback"""
18.5,6,250,98,3525,19,77,"""C1""","""ford granada"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
34.7,4,105,63,2215,14.9,81,"""C1""","""plymouth horizon 4"""
18,6,250,105,3459,16,75,"""C1""","""chevrolet nova"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
36,4,135,84,2370,13,82,"""C1""","""dodge charger 2.2"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
18,4,121,112,2933,14.5,72,"""C2""","""volvo 145e (sw)"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
18.1,6,258,120,3410,15.1,78,"""C1""","""amc concord d/l"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
14,8,400,175,4464,11.5,71,"""C1""","""pontiac catalina brougham"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
16,8,302,140,4141,14,74,"""C1""","""ford gran torino"""
17,8,304,150,3672,11.5,72,"""C1""","""amc ambassador sst"""
26,4,98,90,2265,15.5,73,"""C2""","""fiat 124 sport coupe"""
39.4,4,85,70,2070,18.6,78,"""C3""","""datsun b210 gx"""
31.6,4,120,74,2635,18.3,81,"""C3""","""mazda 626"""
43.4,4,90,48,2335,23.7,80,"""C2""","""vw dasher (diesel)"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
36,4,120,88,2160,14.5,82,"""C3""","""nissan stanza xe"""
29.8,4,89,62,1845,15.3,80,"""C2""","""vokswagen rabbit"""
21.5,3,80,110,2720,13.5,77,"""C3""","""mazda rx-4"""
32,4,135,84,2295,11.6,82,"""C1""","""dodge rampage"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
13,8,440,215,4735,11,73,"""C1""","""chrysler new yorker brougham"""
34.1,4,86,65,1975,15.2,79,"""C3""","""maxda glc deluxe"""
17,8,302,140,3449,10.5,70,"""C1""","""ford torino"""
33.5,4,85,70,1945,16.8,77,"""C3""","""datsun f-10 hatchback"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
37.2,4,86,65,2019,16.4,80,"""C3""","""datsun 310"""
19,6,250,100,3282,15,71,"""C1""","""pontiac firebird"""
23,6,198,95,2904,16,73,"""C1""","""plymouth duster"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
14,8,440,215,4312,8.5,70,"""C1""","""plymouth fury iii"""
20.2,6,200,85,2965,15.8,78,"""C1""","""ford fairmont (auto)"""
41.5,4,98,76,2144,14.7,80,"""C2""","""vw rabbit"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
14,8,454,220,4354,9,70,"""C1""","""chevrolet impala"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
29,4,85,52,2035,22.2,76,"""C1""","""chevrolet chevette"""
15,8,350,165,3693,11.5,70,"""C1""","""buick skylark 320"""
29,4,97,78,1940,14.5,77,"""C2""","""volkswagen rabbit custom"""
26,4,79,67,1963,15.5,74,"""C2""","""volkswagen dasher"""
13,8,350,145,3988,13,73,"""C1""","""chevrolet malibu"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
18.2,8,318,135,3830,15.2,79,"""C1""","""dodge st. regis"""
33,4,91,53,1795,17.4,76,"""C3""","""honda civic"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
19.8,6,200,85,2990,18.2,79,"""C1""","""mercury zephyr 6"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
19,6,232,100,2901,16,74,"""C1""","""amc hornet"""
23,4,122,86,2220,14,71,"""C1""","""mercury capri 2000"""
27,4,97,60,1834,19,71,"""C2""","""volkswagen model 111"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
36,4,107,75,2205,14.5,82,"""C3""","""honda accord"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
25,4,110,87,2672,17.5,70,"""C2""","""peugeot 504"""
24,4,140,92,2865,16.4,82,"""C1""","""ford fairmont futura"""
12,8,429,198,4952,11.5,73,"""C1""","""mercury marquis brougham"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
40.8,4,85,65,2110,19.2,80,"""C3""","""datsun 210"""
16,8,318,150,4190,13,76,"""C1""","""dodge coronet brougham"""
18,6,232,100,3288,15.5,71,"""C1""","""amc matador"""
24,4,120,97,2489,15,74,"""C3""","""honda civic"""
43.1,4,90,48,1985,21.5,78,"""C2""","""volkswagen rabbit custom diesel"""
15,6,250,72,3158,19.5,75,"""C1""","""ford maverick"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
26,4,96,69,2189,18,72,"""C2""","""renault 12 (sw)"""
20,6,156,122,2807,13.5,73,"""C3""","""toyota mark ii"""
19,6,232,100,2901,16,74,"""C1""","""amc hornet"""
18,6,250,88,3021,16.5,73,"""C1""","""ford maverick"""
24,4,113,95,2278,15.5,72,"""C3""","""toyota corona hardtop"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
23,4,140,83,2639,17,75,"""C1""","""ford pinto"""
21,6,200,85,2587,16,70,"""C1""","""ford maverick"""
29.8,4,89,62,1845,15.3,80,"""C2""","""vokswagen rabbit"""
27,4,151,90,2950,17.3,82,"""C1""","""chevrolet camaro"""
41.5,4,98,76,2144,14.7,80,"""C2""","""vw rabbit"""
9,8,304,193,4732,18.5,70,"""C1""","""hi 1200d"""
30.7,6,145,76,3160,19.6,81,"""C2""","""volvo diesel"""
36,4,135,84,2370,13,82,"""C1""","""dodge charger 2.2"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
15,8,318,150,4135,13.5,72,"""C1""","""plymouth fury iii"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
18,6,258,110,2962,13.5,71,"""C1""","""amc hornet sportabout (sw)"""
23,6,198,95,2904,16,73,"""C1""","""plymouth duster"""
15.5,8,318,145,4140,13.7,77,"""C1""","""dodge monaco brougham"""
21,4,122,86,2226,16.5,72,"""C1""","""ford pinto runabout"""
34.1,4,86,65,1975,15.2,79,"""C3""","""maxda glc deluxe"""
19.8,6,200,85,2990,18.2,79,"""C1""","""mercury zephyr 6"""
20.2,6,232,90,3265,18.2,79,"""C1""","""amc concord dl 6"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
24,4,134,96,2702,13.5,75,"""C3""","""toyota corona"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
36,4,120,88,2160,14.5,82,"""C3""","""nissan stanza xe"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
12,8,429,198,4952,11.5,73,"""C1""","""mercury marquis brougham"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
20,6,198,95,3102,16.5,74,"""C1""","""plymouth duster"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
33,4,91,53,1795,17.4,76,"""C3""","""honda civic"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
20.6,6,231,105,3380,15.8,78,"""C1""","""buick century special"""
43.4,4,90,48,2335,23.7,80,"""C2""","""vw dasher (diesel)"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
15,8,350,145,4082,13,73,"""C1""","""chevrolet monte carlo s"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
18,6,232,100,2945,16,73,"""C1""","""amc hornet"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
20.8,6,200,85,3070,16.7,78,"""C1""","""mercury zephyr"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
32.2,4,108,75,2265,15.2,80,"""C3""","""toyota corolla"""
16,8,400,170,4668,11.5,75,"""C1""","""pontiac catalina"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
23.9,8,260,90,3420,22.2,79,"""C1""","""oldsmobile cutlass salon brougham"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
14,8,455,225,3086,10,70,"""C1""","""buick estate wagon (sw)"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
37.2,4,86,65,2019,16.4,80,"""C3""","""datsun 310"""
23,4,140,83,2639,17,75,"""C1""","""ford pinto"""
21,6,199,90,2648,15,70,"""C1""","""amc gremlin"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
14,8,400,175,4464,11.5,71,"""C1""","""pontiac catalina brougham"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
38,4,105,63,2125,14.7,82,"""C1""","""plymouth horizon miser"""
43.4,4,90,48,2335,23.7,80,"""C2""","""vw dasher (diesel)"""
27,4,140,86,2790,15.6,82,"""C1""","""ford mustang gl"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
29,4,98,83,2219,16.5,74,"""C2""","""audi fox"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
33,4,91,53,1795,17.5,75,"""C3""","""honda civic cvcc"""
20.8,6,200,85,3070,16.7,78,"""C1""","""mercury zephyr"""
23,4,122,86,2220,14,71,"""C1""","""mercury capri 2000"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
29,4,98,83,2219,16.5,74,"""C2""","""audi fox"""
24,4,140,92,2865,16.4,82,"""C1""","""ford fairmont futura"""
28.4,4,151,90,2670,16,79,"""C1""","""buick skylark limited"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
22.3,4,140,88,2890,17.3,79,"""C1""","""ford fairmont 4"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
25,4,121,115,2671,13.5,75,"""C2""","""saab 99le"""
32,4,144,96,2665,13.9,82,"""C3""","""toyota celica gt"""
16,8,400,230,4278,9.5,73,"""C1""","""pontiac grand prix"""
37.2,4,86,65,2019,16.4,80,"""C3""","""datsun 310"""
16,6,250,100,3278,18,73,"""C1""","""chevrolet nova custom"""
19.2,6,231,105,3535,19.2,78,"""C1""","""pontiac phoenix lj"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
11,8,429,208,4633,11,72,"""C1""","""mercury marquis"""
29,4,98,83,2219,16.5,74,"""C2""","""audi fox"""
13,8,360,175,3821,11,73,"""C1""","""amc ambassador brougham"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
33.5,4,85,70,1945,16.8,77,"""C3""","""datsun f-10 hatchback"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
14,8,455,225,4425,10,70,"""C1""","""pontiac catalina"""
21,4,120,87,2979,19.5,72,"""C2""","""peugeot 504 (sw)"""
15,8,350,145,4082,13,73,"""C1""","""chevrolet monte carlo s"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
32.7,6,168,132,2910,11.4,80,"""C3""","""datsun 280-zx"""
18,6,232,100,2945,16,73,"""C1""","""amc hornet"""
27.2,4,119,97,2300,14.7,78,"""C3""","""datsun 510"""
12,8,429,198,4952,11.5,73,"""C1""","""mercury marquis brougham"""
23,4,140,83,2639,17,75,"""C1""","""ford pinto"""
43.4,4,90,48,2335,23.7,80,"""C2""","""vw dasher (diesel)"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
21,6,199,90,2648,15,70,"""C1""","""amc gremlin"""
32,4,85,70,1990,17,76,"""C3""","""datsun b-210"""
32.4,4,107,72,2290,17,80,"""C3""","""honda accord"""
21.5,3,80,110,2720,13.5,77,"""C3""","""mazda rx-4"""
28,4,112,88,2605,19.6,82,"""C1""","""chevrolet cavalier"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
29,4,97,75,2171,16,75,"""C3""","""toyota corolla"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
15,8,318,150,4135,13.5,72,"""C1""","""plymouth fury iii"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
18,4,121,112,2933,14.5,72,"""C2""","""volvo 145e (sw)"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
30.7,6,145,76,3160,19.6,81,"""C2""","""volvo diesel"""
23,8,350,125,3900,17.4,79,"""C1""","""cadillac eldorado"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
21,6,155,107,2472,14,73,"""C1""","""mercury capri v6"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
20,4,140,90,2408,19.5,72,"""C1""","""chevrolet vega"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
17.5,6,250,110,3520,16.4,77,"""C1""","""chevrolet concours"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
23,8,350,125,3900,17.4,79,"""C1""","""cadillac eldorado"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
25,4,121,115,2671,13.5,75,"""C2""","""saab 99le"""
33.5,4,98,83,2075,15.9,77,"""C1""","""dodge colt m/m"""
37.3,4,91,69,2130,14.7,79,"""C2""","""fiat strada custom"""
12,8,400,167,4906,12.5,73,"""C1""","""ford country"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
18,6,225,95,3785,19,75,"""C1""","""plymouth fury"""
25.5,4,122,96,2300,15.5,77,"""C1""","""plymouth arrow gs"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
38,4,91,67,1995,16.2,82,"""C3""","""datsun 310 gx"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
15,6,258,110,3730,19,75,"""C1""","""amc matador"""
28,4,90,75,2125,14.5,74,"""C1""","""dodge colt"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
27,4,97,88,2100,16.5,72,"""C3""","""toyota corolla 1600 (sw)"""
25,6,181,110,2945,16.4,82,"""C1""","""buick century limited"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
21.5,3,80,110,2720,13.5,77,"""C3""","""mazda rx-4"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
29,4,98,83,2219,16.5,74,"""C2""","""audi fox"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
14,8,350,165,4209,12,71,"""C1""","""chevrolet impala"""
